movie_id_raw,title,movie_title,year,poster_url,source,source_id,matched_title,updated_at
3689,Porky's II: The Next Day (1983),Porky's II: The Next Day,1983,https://en.wikipedia.org/wiki/Special:FilePath/PorkysII.jpg,wikipedia-infobox,2108445,Porky's II: The Next Day,2026-06-20T19:49:42+00:00
3690,Porky's Revenge (1985),Porky's Revenge,1985,https://en.wikipedia.org/wiki/Special:FilePath/porkys_revenge.jpg,wikipedia-infobox,2108624,Porky's Revenge!,2026-06-20T19:49:42+00:00
3691,Private School (1983),Private School,1983,https://en.wikipedia.org/wiki/Special:FilePath/private_school.jpg,wikipedia-infobox,6738041,Private School (film),2026-06-20T19:49:42+00:00
3692,Class of Nuke 'Em High (1986),Class of Nuke 'Em High,1986,https://en.wikipedia.org/wiki/Special:FilePath/Class_of_Nuke_%27Em_High_%281986%29_poster.jpg,wikipedia-infobox,105401,Class of Nuke 'Em High,2026-06-20T19:49:42+00:00
3693,"Toxic Avenger, The (1985)","Toxic Avenger, The",1985,https://m.media-amazon.com/images/M/MV5BNDZjMGZjMDktOTZlNC00MTQ5LTkzY2UtZjM1MjE0NDcwNzk1XkEyXkFqcGc@._V1_.jpg,imdb-suggest,tt0090190,The Toxic Avenger,2026-06-21T07:25:40+00:00
3694,"Toxic Avenger, Part II, The (1989)","Toxic Avenger, Part II, The",1989,https://m.media-amazon.com/images/M/MV5BYzZkNDhlMzUtMzc3Zi00MTJhLWFhMjEtN2IyOTM3NTZlODllXkEyXkFqcGc@._V1_.jpg,imdb-suggest,tt0098503,The Toxic Avenger Part II,2026-06-21T07:19:42+00:00
3695,"Toxic Avenger Part III: The Last Temptation of Toxie, The (1989)","Toxic Avenger Part III: The Last Temptation of Toxie, The",1989,https://en.wikipedia.org/wiki/Special:FilePath/Toxie3.jpg,wikipedia-infobox,6212119,The Toxic Avenger Part III: The Last Temptation of Toxie,2026-06-20T19:49:42+00:00
3696,Night of the Creeps (1986),Night of the Creeps,1986,https://en.wikipedia.org/wiki/Special:FilePath/Nightofthecreepsposter.jpg,wikipedia-infobox,2534857,Night of the Creeps,2026-06-20T19:49:42+00:00
3697,Predator 2 (1990),Predator 2,1990,https://en.wikipedia.org/wiki/Special:FilePath/Predator_two.jpg,wikipedia-infobox,620034,Predator 2,2026-06-20T19:49:42+00:00
3698,"Running Man, The (1987)","Running Man, The",1987,https://en.wikipedia.org/wiki/Special:FilePath/The_Running_Man_%281987%29_poster.jpg,wikipedia-infobox,7668793,The Running Man (1987 film),2026-06-20T19:49:41+00:00
3699,Starman (1984),Starman,1984,https://en.wikipedia.org/wiki/Special:FilePath/Starman_film_poster.jpg,wikipedia-infobox,168498,Starman (film),2026-06-20T19:49:42+00:00
3700,"Brother from Another Planet, The (1984)","Brother from Another Planet, The",1984,https://en.wikipedia.org/wiki/Special:FilePath/Brofromotherplanet.jpg,wikipedia-infobox,1673588,The Brother from Another Planet,2026-06-20T19:49:42+00:00
3701,Alien Nation (1988),Alien Nation,1988,https://en.wikipedia.org/wiki/Special:FilePath/Alien_Nation_Poster.jpg,wikipedia-infobox,574909,Alien Nation (film),2026-06-20T19:49:42+00:00
3702,Mad Max (1979),Mad Max,1979,https://en.wikipedia.org/wiki/Special:FilePath/MadMazAus.jpg,wikipedia-infobox,255898,Mad Max (film),2026-06-20T19:49:41+00:00
3703,Mad Max 2 (a.k.a. The Road Warrior) (1981),Mad Max 2 (a.k.a. The Road Warrior),1981,https://en.wikipedia.org/wiki/Special:FilePath/Mad_max_two_the_road_warrior.jpg,wikipedia-infobox,262465,Mad Max 2,2026-06-20T20:44:03+00:00
3704,Mad Max Beyond Thunderdome (1985),Mad Max Beyond Thunderdome,1985,https://en.wikipedia.org/wiki/Special:FilePath/Mad_max_beyond_thunderdome.jpg,wikipedia-infobox,598868,Mad Max Beyond Thunderdome,2026-06-20T19:49:45+00:00
3705,Bird on a Wire (1990),Bird on a Wire,1990,https://en.wikipedia.org/wiki/Special:FilePath/Bird_on_a_wire_poster.jpg,wikipedia-infobox,4213204,Bird on a Wire (film),2026-06-20T19:49:45+00:00
3706,Angel Heart (1987),Angel Heart,1987,https://en.wikipedia.org/wiki/Special:FilePath/Angel_Heart.jpg,wikipedia-infobox,673682,Angel Heart,2026-06-20T19:49:45+00:00
3707,Nine 1/2 Weeks (1986),Nine 1/2 Weeks,1986,https://en.wikipedia.org/wiki/Special:FilePath/Nine-12-weeks-theatrical-movie-poster-md.jpg,wikipedia-infobox,1896864,9½ Weeks,2026-06-20T19:49:45+00:00
3708,Firestarter (1984),Firestarter,1984,https://en.wikipedia.org/wiki/Special:FilePath/Firestarterposter84.jpg,wikipedia-infobox,16182808,Firestarter (1984 film),2026-06-20T19:49:44+00:00
3709,Sleepwalkers (1992),Sleepwalkers,1992,https://en.wikipedia.org/wiki/Special:FilePath/Sleepwalkers.jpg,wikipedia-infobox,1140773,Sleepwalkers (1992 film),2026-06-20T19:49:44+00:00
3710,Action Jackson (1988),Action Jackson,1988,https://en.wikipedia.org/wiki/Special:FilePath/Action_Jackson_film_poster.jpg,wikipedia-infobox,2069002,Action Jackson (1988 film),2026-06-20T19:49:44+00:00
3711,Sarafina! (1992),Sarafina!,1992,https://en.wikipedia.org/wiki/Special:FilePath/Sarafina_poster.jpg,wikipedia-infobox,27736078,Sarafina! (film),2026-06-20T19:49:45+00:00
3712,Soapdish (1991),Soapdish,1991,https://en.wikipedia.org/wiki/Special:FilePath/Soapdishposter.jpg,wikipedia-infobox,2354228,Soapdish,2026-06-20T19:49:45+00:00
3713,"Long Walk Home, The (1990)","Long Walk Home, The",1990,https://en.wikipedia.org/wiki/Special:FilePath/The_Long_Walk_Home.jpg,wikipedia-infobox,9709480,The Long Walk Home,2026-06-20T19:49:45+00:00
3714,Clara's Heart (1988),Clara's Heart,1988,https://en.wikipedia.org/wiki/Special:FilePath/Claras_heart.jpg,wikipedia-infobox,2058829,Clara's Heart,2026-06-20T19:49:45+00:00
3715,Burglar (1987),Burglar,1987,https://en.wikipedia.org/wiki/Special:FilePath/Burglarposter.jpg,wikipedia-infobox,5943254,Burglar (film),2026-06-20T19:49:45+00:00
3716,Fatal Beauty (1987),Fatal Beauty,1987,https://en.wikipedia.org/wiki/Special:FilePath/Fatal_beauty_poster.jpg,wikipedia-infobox,7128210,Fatal Beauty,2026-06-20T19:49:45+00:00
3717,Gone in 60 Seconds (2000),Gone in 60 Seconds,2000,https://en.wikipedia.org/wiki/Special:FilePath/Gone_in_sixty_seconds.jpg,wikipedia-infobox,883432,Gone in 60 Seconds (2000 film),2026-06-20T19:49:44+00:00
3718,American Pimp (1999),American Pimp,1999,https://en.wikipedia.org/wiki/Special:FilePath/American_pimp.jpg,wikipedia-infobox,1838082,American Pimp,2026-06-20T19:49:45+00:00
3719,Love's Labour's Lost (2000),Love's Labour's Lost,2000,https://en.wikipedia.org/wiki/Special:FilePath/Loveslabourslostpost.jpg,wikipedia-infobox,296997,Love's Labour's Lost (film),2026-06-20T19:49:44+00:00
3720,Sunshine (1999),Sunshine,1999,https://en.wikipedia.org/wiki/Special:FilePath/Sunshine_1999_poster.jpg,wikipedia-infobox,4413065,Sunshine (1999 film),2026-06-20T19:49:44+00:00
3721,Trixie (1999),Trixie,1999,https://m.media-amazon.com/images/M/MV5BZjQ2YmFkZTgtNGIyYy00ZDRmLTk2ZTctOGQ3YzdkMGZmYzM1XkEyXkFqcGc@._V1_.jpg,imdb-suggest,tt0162711,Trixie,2026-06-21T07:25:40+00:00
3722,Live Virgin (1999),Live Virgin,1999,https://upload.wikimedia.org/wikipedia/en/1/12/American_Virgin_%282000_film%29.jpg,manual-curated,wikipedia:American_Virgin_(1999_film),American Virgin,2026-06-21T07:45:34+00:00
3723,Hamlet (1990),Hamlet,1990,https://en.wikipedia.org/wiki/Special:FilePath/Hamletposter.jpg,wikipedia-infobox,101401,Hamlet (1990 film),2026-06-20T19:49:44+00:00
3724,Coming Home (1978),Coming Home,1978,https://en.wikipedia.org/wiki/Special:FilePath/Coming_Home_film_poster.jpg,wikipedia-infobox,103011,Coming Home (1978 film),2026-06-20T19:51:23+00:00
3725,American Pop (1981),American Pop,1981,https://en.wikipedia.org/wiki/Special:FilePath/American_Pop.jpeg,wikipedia-infobox,2040976,American Pop,2026-06-20T19:51:23+00:00
3726,Assault on Precinct 13 (1976),Assault on Precinct 13,1976,https://en.wikipedia.org/wiki/Special:FilePath/assault_on_precinct_thirteen_movie_poster.jpg,wikipedia-infobox,1399119,Assault on Precinct 13 (1976 film),2026-06-20T19:51:23+00:00
3727,Near Dark (1987),Near Dark,1987,https://en.wikipedia.org/wiki/Special:FilePath/Neardarktheatposter.jpg,wikipedia-infobox,1637470,Near Dark,2026-06-20T19:51:23+00:00
3728,One False Move (1991),One False Move,1991,https://m.media-amazon.com/images/M/MV5BMmNmNmQ0M2MtZjIzNi00OTVkLTkxMzAtOTM1ZDA4Y2UyNTkwXkEyXkFqcGc@._V1_.jpg,imdb-suggest,tt0102592,One False Move,2026-06-21T07:19:46+00:00
3729,Shaft (1971),Shaft,1971,https://en.wikipedia.org/wiki/Special:FilePath/Shaftposter.jpg,wikipedia-infobox,76345,Shaft (1971 film),2026-06-20T19:51:23+00:00
3730,"Conversation, The (1974)","Conversation, The",1974,https://en.wikipedia.org/wiki/Special:FilePath/Theconversation.jpg,wikipedia-infobox,66853,The Conversation,2026-06-20T19:51:23+00:00
3731,Cutter's Way (1981),Cutter's Way,1981,https://en.wikipedia.org/wiki/Special:FilePath/CUTTERSW-00AA1-poster_hires.jpg,wikipedia-infobox,4228260,Cutter's Way,2026-06-20T19:51:23+00:00
3732,"Fury, The (1978)","Fury, The",1978,https://en.wikipedia.org/wiki/Special:FilePath/The_Fury_%281978%29.jpg,wikipedia-infobox,3127557,The Fury (1978 film),2026-06-20T19:51:23+00:00
3733,"Paper Chase, The (1973)","Paper Chase, The",1973,https://en.wikipedia.org/wiki/Special:FilePath/Poster_of_The_Paper_Chase.jpg,wikipedia-infobox,9720148,The Paper Chase (film),2026-06-20T19:51:24+00:00
3734,Prince of the City (1981),Prince of the City,1981,https://en.wikipedia.org/wiki/Special:FilePath/Prince_Of_The_City_folded.jpg,wikipedia-infobox,1353111,Prince of the City,2026-06-20T19:51:23+00:00
3735,Serpico (1973),Serpico,1973,https://en.wikipedia.org/wiki/Special:FilePath/Serpico_poster.jpg,wikipedia-infobox,163459,Serpico,2026-06-20T19:51:23+00:00
3736,"Big Carnival, The (1951)","Big Carnival, The",1951,https://en.wikipedia.org/wiki/Special:FilePath/Ace_in_the_Hole_%281951_film_poster%29.jpg,wikipedia-infobox,1638112,Ace in the Hole (1951 film),2026-06-20T19:51:23+00:00
3737,Lonely Are the Brave (1962),Lonely Are the Brave,1962,https://en.wikipedia.org/wiki/Special:FilePath/Lonely_Are_the_Brave_poster.jpg,wikipedia-infobox,2165590,Lonely Are the Brave,2026-06-20T19:51:23+00:00
3738,"Sugarland Express, The (1974)","Sugarland Express, The",1974,https://en.wikipedia.org/wiki/Special:FilePath/The_Sugarland_Express_%28movie_poster%29.jpg,wikipedia-infobox,1646113,The Sugarland Express,2026-06-20T19:51:23+00:00
3739,Trouble in Paradise (1932),Trouble in Paradise,1932,https://en.wikipedia.org/wiki/Special:FilePath/Trouble_in_Paradise_%281932_film_poster%29.jpg,wikipedia-infobox,76399,Trouble in Paradise (1932 film),2026-06-20T19:51:23+00:00
3740,Big Trouble in Little China (1986),Big Trouble in Little China,1986,https://en.wikipedia.org/wiki/Special:FilePath/Big_Trouble_in_Little_China_Film_Poster.jpg,wikipedia-infobox,697113,Big Trouble in Little China,2026-06-20T19:51:23+00:00
3741,Badlands (1973),Badlands,1973,https://en.wikipedia.org/wiki/Special:FilePath/Badlands_movie_poster.jpg,wikipedia-infobox,68130,Badlands (film),2026-06-20T19:51:24+00:00
3742,"Battleship Potemkin, The (Bronenosets Potyomkin) (1925)","Battleship Potemkin, The (Bronenosets Potyomkin)",1925,https://en.wikipedia.org/wiki/Special:FilePath/Vintage_Potemkin.jpg,wikipedia-infobox,77865,Battleship Potemkin,2026-06-20T20:44:04+00:00
3743,Boys and Girls (2000),Boys and Girls,2000,https://en.wikipedia.org/wiki/Special:FilePath/Boys_and_girls_poster.jpg,wikipedia-infobox,4132529,Boys and Girls (2000 film),2026-06-20T19:51:23+00:00
3744,Shaft (2000),Shaft,2000,https://en.wikipedia.org/wiki/Special:FilePath/Shaft_%282000_movie_poster%29.jpg,wikipedia-infobox,973155,Shaft (2000 film),2026-06-20T19:53:01+00:00
3745,Titan A.E. (2000),Titan A.E.,2000,https://en.wikipedia.org/wiki/Special:FilePath/Titan_AE_One_Sheet.jpg,wikipedia-infobox,742453,Titan A.E.,2026-06-20T19:53:02+00:00
3746,Butterfly (La Lengua de las Mariposas) (2000),Butterfly (La Lengua de las Mariposas),2000,https://en.wikipedia.org/wiki/Special:FilePath/Butterfly_%282000_film%29_cover.jpg,wikipedia-infobox,19440608,Butterfly (2000 film),2026-06-20T20:44:04+00:00
3747,Jesus' Son (1999),Jesus' Son,1999,https://en.wikipedia.org/wiki/Special:FilePath/Jesus_son_ver5.jpg,wikipedia-infobox,2345088,Jesus' Son (film),2026-06-20T19:53:03+00:00
3748,"Match, The (1999)","Match, The",1999,https://m.media-amazon.com/images/M/MV5BZjcxYmJhZmMtYmVhNi00YWZiLTg2MWEtZGEzZDMwYzg4NTgwXkEyXkFqcGc@._V1_.jpg,imdb-suggest,tt0165384,The Match,2026-06-21T07:19:48+00:00
3749,Time Regained (Le Temps Retrouvé) (1999),Time Regained (Le Temps Retrouvé),1999,https://en.wikipedia.org/wiki/Special:FilePath/Temps_retrouve.jpg,wikipedia-infobox,3227969,Time Regained (film),2026-06-20T20:44:06+00:00
3751,Chicken Run (2000),Chicken Run,2000,https://en.wikipedia.org/wiki/Special:FilePath/Chicken_run_ver1.jpg,wikipedia-infobox,284525,Chicken Run,2026-06-20T19:53:02+00:00
3752,"Me, Myself and Irene (2000)","Me, Myself and Irene",2000,https://en.wikipedia.org/wiki/Special:FilePath/Me%2C_Myself_and_Irene_Posters.jpg,wikipedia-infobox,1145800,"Me, Myself & Irene",2026-06-20T19:53:02+00:00
3753,"Patriot, The (2000)","Patriot, The",2000,https://en.wikipedia.org/wiki/Special:FilePath/Patriot_promo_poster.jpg,wikipedia-infobox,61184,The Patriot (2000 film),2026-06-20T19:53:01+00:00
3754,"Adventures of Rocky and Bullwinkle, The (2000)","Adventures of Rocky and Bullwinkle, The",2000,https://en.wikipedia.org/wiki/Special:FilePath/Adventuresofrockyandbullwinklemovieposter.jpg,wikipedia-infobox,1170663,The Adventures of Rocky and Bullwinkle (film),2026-06-20T19:53:03+00:00
3755,"Perfect Storm, The (2000)","Perfect Storm, The",2000,https://en.wikipedia.org/wiki/Special:FilePath/Perfect_storm_poster.jpg,wikipedia-infobox,3618333,The Perfect Storm (film),2026-06-20T19:53:03+00:00
3756,"Golden Bowl, The (2000)","Golden Bowl, The",2000,https://en.wikipedia.org/wiki/Special:FilePath/GoldenBowlPoster.jpg,wikipedia-infobox,5880421,The Golden Bowl (film),2026-06-20T19:53:03+00:00
3757,Asylum (1972),Asylum,1972,https://m.media-amazon.com/images/M/MV5BNjI0MTI4NmYtODM2YS00M2U4LWI5YzMtYmI5ZGI5YTQ3MmQzXkEyXkFqcGc@._V1_.jpg,imdb-suggest,tt0068230,Asylum,2026-06-21T07:19:49+00:00
3758,Communion (1989),Communion,1989,https://en.wikipedia.org/wiki/Special:FilePath/CommunionPoster.jpg,wikipedia-infobox,9358857,Communion (1989 film),2026-06-20T19:53:01+00:00
3759,Fun and Fancy Free (1947),Fun and Fancy Free,1947,https://en.wikipedia.org/wiki/Special:FilePath/funfanposter.jpg,wikipedia-infobox,1479185,Fun and Fancy Free,2026-06-20T19:53:01+00:00
3760,"Kentucky Fried Movie, The (1977)","Kentucky Fried Movie, The",1977,https://en.wikipedia.org/wiki/Special:FilePath/Kentucky_Fried_Movie_movie_poster.jpg,wikipedia-infobox,903082,The Kentucky Fried Movie,2026-06-20T19:53:02+00:00
3761,"Blood In, Blood Out (a.k.a. Bound by Honor) (1993)","Blood In, Blood Out (a.k.a. Bound by Honor)",1993,https://en.wikipedia.org/wiki/Special:FilePath/Bloodinbloodout_poster.jpg,wikipedia-infobox,2384482,Blood In Blood Out,2026-06-20T20:44:05+00:00
3762,Daughter of Dr. Jeckyll (1957),Daughter of Dr. Jeckyll,1957,https://m.media-amazon.com/images/M/MV5BYzM2ZjMyODEtZjEzZS00ZTUyLWJhYTUtOTQ0NWUyOGE3ZWM2XkEyXkFqcGc@._V1_.jpg,imdb-suggest,tt0050292,Daughter of Dr. Jekyll,2026-06-21T07:19:51+00:00
3763,F/X (1986),F/X,1986,https://en.wikipedia.org/wiki/Special:FilePath/FX_1986.jpg,wikipedia-infobox,1285718,F/X,2026-06-20T19:53:02+00:00
3764,F/X 2 (1992),F/X 2,1992,https://m.media-amazon.com/images/M/MV5BMmQyNTA5YTEtZWIxYy00YjNhLTlmZGItZGJlNjcxNzA5NmJlXkEyXkFqcGc@._V1_.jpg,imdb-suggest,tt0101846,F/X2,2026-06-21T07:31:27+00:00
3765,"Hot Spot, The (1990)","Hot Spot, The",1990,https://en.wikipedia.org/wiki/Special:FilePath/The_Hot_Spot.jpg,wikipedia-infobox,451898,The Hot Spot,2026-06-20T19:53:05+00:00
3766,Missing in Action (1984),Missing in Action,1984,https://en.wikipedia.org/wiki/Special:FilePath/Missing_in_action_%28film_poster%29.jpg,wikipedia-infobox,2682902,Missing in Action (film),2026-06-20T19:53:06+00:00
3767,Missing in Action 2: The Beginning (1985),Missing in Action 2: The Beginning,1985,https://en.wikipedia.org/wiki/Special:FilePath/Missing_in_action_2.jpg,wikipedia-infobox,5638004,Missing in Action 2: The Beginning,2026-06-20T19:53:05+00:00
3768,Braddock: Missing in Action III (1988),Braddock: Missing in Action III,1988,https://en.wikipedia.org/wiki/Special:FilePath/Missinginaction3.jpg,wikipedia-infobox,5638049,Braddock: Missing in Action III,2026-06-20T19:53:05+00:00
3769,Thunderbolt and Lightfoot (1974),Thunderbolt and Lightfoot,1974,https://en.wikipedia.org/wiki/Special:FilePath/Thunderbolt_and_Lightfoot_movie_poster.jpg,wikipedia-infobox,1367143,Thunderbolt and Lightfoot,2026-06-20T19:53:04+00:00
3770,Dreamscape (1984),Dreamscape,1984,https://en.wikipedia.org/wiki/Special:FilePath/Dreamscapeposter.jpg,wikipedia-infobox,1290721,Dreamscape (1984 film),2026-06-20T19:53:04+00:00
3771,"Golden Voyage of Sinbad, The (1974)","Golden Voyage of Sinbad, The",1974,https://m.media-amazon.com/images/M/MV5BZjY3N2ZjMDUtMmY5Yy00YTEwLWE1NTEtN2RhNjVmMWIwMGM4XkEyXkFqcGc@._V1_.jpg,imdb-suggest,tt0177415,The Seventh Voyage of Sinbad,2026-06-21T07:19:53+00:00
3772,Hatchet For the Honeymoon (Rosso Segno Della Follia) (1969),Hatchet For the Honeymoon (Rosso Segno Della Follia),1969,https://m.media-amazon.com/images/M/MV5BYjYwMDQwZTYtMDMwNi00NjNmLTlmZmEtZjY5N2Q0NWJjY2ZiXkEyXkFqcGc@._V1_.jpg,imdb-suggest,tt0064904,Hatchet for the Honeymoon,2026-06-21T07:25:41+00:00
3773,House Party (1990),House Party,1990,https://en.wikipedia.org/wiki/Special:FilePath/House_Party_1990_Movie_Poster.jpg,wikipedia-infobox,312228,House Party (1990 film),2026-06-20T19:53:04+00:00
3774,House Party 2 (1991),House Party 2,1991,https://en.wikipedia.org/wiki/Special:FilePath/Houseparty2poster.jpg,wikipedia-infobox,1480747,House Party 2,2026-06-20T19:53:05+00:00
3775,Make Mine Music (1946),Make Mine Music,1946,https://en.wikipedia.org/wiki/Special:FilePath/Make_mine_music_poster.png,wikipedia-infobox,1602289,Make Mine Music,2026-06-20T19:53:04+00:00
3776,Melody Time (1948),Melody Time,1948,https://en.wikipedia.org/wiki/Special:FilePath/melodyposter.jpg,wikipedia-infobox,1614254,Melody Time,2026-06-20T19:53:04+00:00
3777,Nekromantik (1987),Nekromantik,1987,https://m.media-amazon.com/images/M/MV5BZGVlZTA5NmEtMDUzYy00ZWY4LWE4MjAtMjc0MmYzMTYwM2JlXkEyXkFqcGc@._V1_.jpg,imdb-suggest,tt0093608,Nekromantik,2026-06-21T07:25:42+00:00
3778,On Our Merry Way (1948),On Our Merry Way,1948,https://en.wikipedia.org/wiki/Special:FilePath/On_Our_Merry_Way_-_1948_Poster.png,wikipedia-infobox,15087533,On Our Merry Way,2026-06-20T19:53:05+00:00
3779,Project Moon Base (1953),Project Moon Base,1953,https://en.wikipedia.org/wiki/Special:FilePath/Project_moonbase.jpg,wikipedia-infobox,877044,Project Moonbase,2026-06-20T19:53:05+00:00
3780,Rocketship X-M (1950),Rocketship X-M,1950,https://en.wikipedia.org/wiki/Special:FilePath/201-rocketshipxm.jpg,wikipedia-infobox,877034,Rocketship X-M,2026-06-20T19:53:05+00:00
3781,Shaft in Africa (1973),Shaft in Africa,1973,https://en.wikipedia.org/wiki/Special:FilePath/Shaft_in_Africa.jpg,wikipedia-infobox,1395487,Shaft in Africa,2026-06-20T19:53:05+00:00
3782,Shaft's Big Score! (1972),Shaft's Big Score!,1972,https://en.wikipedia.org/wiki/Special:FilePath/ShaftBigScore.png,wikipedia-infobox,1421977,Shaft's Big Score!,2026-06-20T19:53:05+00:00
3783,Croupier (1998),Croupier,1998,https://en.wikipedia.org/wiki/Special:FilePath/Croupier_poster.jpg,wikipedia-infobox,2417064,Croupier (film),2026-06-20T19:53:04+00:00
3784,"Kid, The (2000)","Kid, The",2000,https://en.wikipedia.org/wiki/Special:FilePath/Disneys_the_kidposter.jpg,wikipedia-infobox,1346908,Disney's The Kid,2026-06-20T19:53:04+00:00
3785,Scary Movie (2000),Scary Movie,2000,https://en.wikipedia.org/wiki/Special:FilePath/Movie_poster_for_%22Scary_Movie%22.jpg,wikipedia-infobox,277667,Scary Movie,2026-06-20T19:54:43+00:00
3786,But I'm a Cheerleader (1999),But I'm a Cheerleader,1999,https://en.wikipedia.org/wiki/Special:FilePath/ButI%27mACheerleader.jpg,wikipedia-infobox,770156,But I'm a Cheerleader,2026-06-20T19:54:44+00:00
3787,Shower (Xizhao) (1999),Shower (Xizhao),1999,https://en.wikipedia.org/wiki/Special:FilePath/Shower_theatrical_poster_1999.png,wikipedia-infobox,10270532,Shower (film),2026-06-20T20:45:02+00:00
3788,Blowup (1966),Blowup,1966,https://en.wikipedia.org/wiki/Special:FilePath/Blowup_poster.jpg,wikipedia-infobox,448385,Blowup,2026-06-20T19:54:44+00:00
3789,"Pawnbroker, The (1965)","Pawnbroker, The",1965,https://m.media-amazon.com/images/M/MV5BNDhjYWJhNjEtODg3My00MWMzLTg3MGItN2YzYTY1NjllZmE3XkEyXkFqcGc@._V1_.jpg,imdb-suggest,tt0059575,The Pawnbroker,2026-06-21T07:25:42+00:00
3790,Groove (2000),Groove,2000,https://en.wikipedia.org/wiki/Special:FilePath/Groove_Poster.jpg,wikipedia-infobox,1399682,Groove (film),2026-06-20T19:54:44+00:00
3791,Footloose (1984),Footloose,1984,https://en.wikipedia.org/wiki/Special:FilePath/FootloosePoster.jpg,wikipedia-infobox,877743,Footloose,2026-06-20T19:54:43+00:00
3792,Duel in the Sun (1946),Duel in the Sun,1946,https://en.wikipedia.org/wiki/Special:FilePath/Duel_in_the_Sun_one-sheet_%281946%29.jpg,wikipedia-infobox,183740,Duel in the Sun (film),2026-06-20T19:54:44+00:00
3793,X-Men (2000),X-Men,2000,https://en.wikipedia.org/wiki/Special:FilePath/X-MenfilmPoster.jpg,wikipedia-infobox,19479460,X-Men (film),2026-06-20T19:54:43+00:00
3794,Chuck & Buck (2000),Chuck & Buck,2000,https://en.wikipedia.org/wiki/Special:FilePath/Chuck_and_buck.jpg,wikipedia-infobox,3099675,Chuck & Buck,2026-06-20T19:54:44+00:00
3795,"Five Senses, The (1999)","Five Senses, The",1999,https://en.wikipedia.org/wiki/Special:FilePath/The_Five_Senses_FilmPoster.jpeg,wikipedia-infobox,10781602,The Five Senses (film),2026-06-20T19:54:44+00:00
3796,"Wisdom of Crocodiles, The (a.k.a. Immortality) (2000)","Wisdom of Crocodiles, The (a.k.a. Immortality)",2000,https://m.media-amazon.com/images/M/MV5BZTExM2Y1OWUtZWQ0OC00MjdjLWI3MGYtMTExMmZiNjgzMDZmXkEyXkFqcGc@._V1_.jpg,imdb-suggest,tt0120894,Immortality,2026-06-21T07:25:42+00:00
3797,"In Crowd, The (2000)","In Crowd, The",2000,https://en.wikipedia.org/wiki/Special:FilePath/The_In_Crowd.png,wikipedia-infobox,8570240,The In Crowd (2000 film),2026-06-20T19:54:43+00:00
3798,What Lies Beneath (2000),What Lies Beneath,2000,https://en.wikipedia.org/wiki/Special:FilePath/What_lies_beneath_%28poster%29.jpg,wikipedia-infobox,594815,What Lies Beneath,2026-06-20T19:54:44+00:00
3799,Pokémon the Movie 2000 (2000),Pokémon the Movie 2000,2000,https://m.media-amazon.com/images/M/MV5BNDI2N2YzY2ItOTIzOC00M2JmLTljNWItMjQyZDQ0Yjc0ZDc3XkEyXkFqcGc@._V1_.jpg,imdb-suggest,tt0210234,Pokémon the Movie 2000,2026-06-21T07:25:43+00:00
3800,Criminal Lovers (Les Amants Criminels) (1999),Criminal Lovers (Les Amants Criminels),1999,https://en.wikipedia.org/wiki/Special:FilePath/les-amants-criminels.png,wikipedia-infobox,20837994,Criminal Lovers,2026-06-20T20:44:09+00:00
3801,Anatomy of a Murder (1959),Anatomy of a Murder,1959,https://en.wikipedia.org/wiki/Special:FilePath/AnatomyMurder2.jpg,wikipedia-infobox,92684,Anatomy of a Murder,2026-06-20T19:54:44+00:00
3802,Freejack (1992),Freejack,1992,https://en.wikipedia.org/wiki/Special:FilePath/Freejack.jpg,wikipedia-infobox,1368785,Freejack,2026-06-20T19:54:44+00:00
3803,Greaser's Palace (1972),Greaser's Palace,1972,https://en.wikipedia.org/wiki/Special:FilePath/Greasers_Palace_poster.jpg,wikipedia-infobox,17046277,Greaser's Palace,2026-06-20T19:54:44+00:00
3804,H.O.T.S. (1979),H.O.T.S.,1979,https://en.wikipedia.org/wiki/Special:FilePath/HOTS_%281979_film%29.jpg,wikipedia-infobox,24292307,H.O.T.S.,2026-06-20T19:54:44+00:00
3805,Knightriders (1981),Knightriders,1981,https://en.wikipedia.org/wiki/Special:FilePath/Knightriders.jpg,wikipedia-infobox,2846126,Knightriders,2026-06-20T19:54:47+00:00
3806,MacKenna's Gold (1969),MacKenna's Gold,1969,https://m.media-amazon.com/images/M/MV5BZmNhMzU1ZGYtMDA4Mi00YTA0LWI4ZjQtYjY3ZmYxNTgyYTcyXkEyXkFqcGc@._V1_.jpg,imdb-suggest,tt0064615,Mackenna's Gold,2026-06-21T07:20:08+00:00
3807,Sinbad and the Eye of the Tiger (1977),Sinbad and the Eye of the Tiger,1977,https://en.wikipedia.org/wiki/Special:FilePath/Sinbad_tiger_1977.jpg,wikipedia-infobox,2685725,Sinbad and the Eye of the Tiger,2026-06-20T19:54:46+00:00
3808,Two Women (La Ciociara) (1961),Two Women (La Ciociara),1961,https://m.media-amazon.com/images/M/MV5BOTAxNmNlNzctM2ZkZi00ZTdlLWI3NzctZGEwOGU0N2I2NGJmXkEyXkFqcGc@._V1_.jpg,imdb-suggest,tt0054749,Two Women,2026-06-21T07:25:44+00:00
3809,What About Bob? (1991),What About Bob?,1991,https://en.wikipedia.org/wiki/Special:FilePath/What_About_Bob_%281991%29.png,wikipedia-infobox,946305,What About Bob?,2026-06-20T19:54:46+00:00
